LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX
-27.63599,-65.33749,2005,01,28,    0.00,    9.21,   38.77,   93.54,   18.22,   28.09,   11.59,   11.59,   35.97,   17.75,   26.93,    1.01,    0.84,   10.02,    7.92
-27.63599,-65.33749,2005,01,29,    0.05,   12.66,   43.63,   92.79,   18.62,   31.41,   16.41,   16.41,   39.15,   20.53,   30.21,    1.33,    0.92,   10.06,    8.05
-27.63599,-65.33749,2005,01,30,    0.06,    9.70,   51.49,   93.49,   10.34,   24.53,   12.18,   12.18,   26.76,   16.42,   23.03,    1.73,    1.14,   12.38,    9.86
-27.63599,-65.33749,2005,01,31,    0.87,    7.90,   54.18,   94.68,    9.00,   20.68,    9.53,    9.53,   24.36,   15.35,   19.08,    4.35,    2.23,    8.21,    7.11
-27.63599,-65.33749,2005,02,01,    1.14,    6.63,   49.79,   94.99,   12.19,   19.76,    6.97,    6.98,   24.09,   11.90,   17.70,    3.16,    2.12,    5.63,    3.99
-27.63599,-65.33749,2005,02,02,    0.20,    6.33,   46.22,   94.77,   14.47,   20.05,    6.32,    6.33,   25.75,   11.28,   18.11,    2.40,    1.39,    5.47,    4.75
-27.63599,-65.33749,2005,02,03,    0.00,    7.35,   45.91,   94.47,   17.79,   22.31,    8.37,    8.37,   29.07,   11.27,   20.55,    1.23,    0.85,    5.91,    5.12
-27.63599,-65.33749,2005,02,04,    0.00,    9.09,   43.73,   94.26,   16.90,   26.23,   11.59,   11.59,   32.89,   15.99,   24.80,    2.50,    1.53,    7.17,    5.76
-27.63599,-65.33749,2005,02,05,    4.30,   11.73,   50.47,   93.96,   13.61,   27.44,   15.14,   15.14,   33.85,   20.24,   26.62,    2.49,    1.54,   11.14,    8.71
-27.63599,-65.33749,2005,02,06,    9.24,   15.51,   64.13,   93.58,   12.18,   27.88,   19.72,   19.72,   33.92,   21.74,   27.19,    2.15,    0.99,   10.05,    8.08
-27.63599,-65.33749,2005,02,07,    4.01,   15.66,   62.60,   93.53,   12.43,   29.20,   19.84,   19.84,   34.59,   22.16,   27.75,    0.09,    0.16,    6.85,    5.60
-27.63599,-65.33749,2005,02,08,    0.71,   15.38,   66.23,   93.87,    9.82,   27.74,   19.50,   19.50,   32.18,   22.36,   26.55,    2.52,    1.47,    6.10,    5.07
-27.63599,-65.33749,2005,02,09,    0.61,   12.43,   52.38,   94.22,   14.57,   28.59,   16.15,   16.15,   35.19,   20.62,   27.00,    3.04,    1.71,    6.32,    5.66
-27.63599,-65.33749,2005,02,10,    0.01,   12.17,   49.97,   94.28,   14.63,   29.13,   16.03,   16.03,   35.00,   20.37,   27.47,    0.58,    0.40,    6.62,    5.67
-27.63599,-65.33749,2005,02,11,    0.00,   12.71,   57.74,   94.20,   11.77,   27.66,   16.74,   16.74,   32.32,   20.55,   25.72,    3.82,    2.66,    6.67,    5.21
-27.63599,-65.33749,2005,02,12,    0.00,   11.05,   54.52,   94.13,   10.94,   26.06,   14.55,   14.55,   30.12,   19.18,   24.34,    2.61,    1.87,    6.41,    4.86
-27.63599,-65.33749,2005,02,13,    0.00,   10.71,   49.79,   94.01,   14.73,   27.11,   14.04,   14.04,   32.46,   17.73,   25.31,    0.94,    0.48,    6.47,    5.40
-27.63599,-65.33749,2005,02,14,    0.05,   11.15,   49.93,   94.08,   12.99,   27.81,   14.69,   14.69,   32.58,   19.59,   25.95,    1.92,    1.11,    6.42,    5.34
-27.63599,-65.33749,2005,02,15,    2.48,   12.86,   58.28,   93.80,   12.44,   27.31,   16.81,   16.81,   32.38,   19.94,   25.70,    2.37,    1.24,    6.53,    5.71
-27.63599,-65.33749,2005,02,16,    1.05,   13.45,   61.76,   93.89,   12.07,   27.08,   17.52,   17.52,   32.48,   20.41,   25.48,    1.44,    0.97,    3.93,    3.73
-27.63599,-65.33749,2005,02,17,    0.01,   13.12,   53.16,   94.05,   14.97,   29.16,   17.19,   17.19,   35.24,   20.27,   27.64,    1.87,    0.96,    7.03,    5.81
-27.63599,-65.33749,2005,02,18,    0.00,   12.34,   49.32,   94.02,   13.96,   29.44,   16.22,   16.22,   35.17,   21.21,   27.88,    3.08,    2.27,    8.93,    7.17
-27.63599,-65.33749,2005,02,19,    1.07,   12.70,   47.57,   93.92,   14.32,   29.92,   16.67,   16.67,   36.61,   22.28,   28.96,    3.26,    2.50,    9.70,    7.66
-27.63599,-65.33749,2005,02,20,    2.87,   13.42,   50.06,   93.85,   13.63,   29.39,   17.52,   17.52,   36.46,   22.83,   29.03,    2.67,    1.58,    8.69,    7.00
-27.63599,-65.33749,2005,02,21,    0.57,   12.99,   53.42,   93.89,   11.49,   28.43,   16.98,   16.98,   33.96,   22.47,   27.35,    2.18,    1.12,    7.06,    5.01
-27.63599,-65.33749,2005,02,22,    3.49,   13.57,   61.46,   93.82,   10.32,   27.04,   17.69,   17.69,   31.78,   21.46,   25.70,    2.48,    1.91,    7.14,    5.72
-27.63599,-65.33749,2005,02,23,    1.70,   15.57,   77.74,   93.86,    6.94,   25.09,   19.89,   19.89,   27.90,   20.96,   24.04,    3.09,    1.99,    7.22,    6.24
-27.63599,-65.33749,2005,02,24,    4.24,   15.66,   68.93,   94.02,   11.94,   27.83,   19.97,   19.97,   33.03,   21.09,   26.20,    1.90,    1.23,    5.53,    4.63
-27.63599,-65.33749,2005,02,25,    3.11,   13.66,   56.14,   94.06,   14.18,   28.78,   17.60,   17.60,   35.44,   21.26,   27.40,    2.15,    1.12,    5.95,    4.64
-27.63599,-65.33749,2005,02,26,    0.27,   12.18,   50.51,   93.85,   14.75,   28.76,   15.86,   15.86,   35.29,   20.54,   27.21,    0.36,    0.22,    7.11,    5.17
-27.63599,-65.33749,2005,02,27,    0.41,   12.53,   50.02,   93.60,   15.57,   29.06,   16.35,   16.34,   35.52,   19.96,   27.82,    0.89,    0.41,    6.68,    5.65
-27.63599,-65.33749,2005,02,28,   18.75,   15.26,   70.00,   94.17,    9.94,   26.06,   19.59,   19.59,   30.34,   20.40,   25.53,    1.66,    0.77,    8.75,    6.89
-27.63599,-65.33749,2005,03,01,    2.89,   11.78,   68.97,   94.71,   10.77,   22.89,   15.63,   15.63,   27.61,   16.83,   21.60,    3.03,    2.14,    7.30,    5.98
-27.63599,-65.33749,2005,03,02,    0.01,   12.01,   59.76,   94.51,   12.53,   25.57,   15.91,   15.91,   30.96,   18.43,   24.26,    2.77,    1.37,    6.50,    5.43
-27.63599,-65.33749,2005,03,03,    0.00,   11.74,   54.14,   94.28,   13.37,   26.65,   15.50,   15.50,   32.81,   19.44,   25.50,    3.59,    2.04,    9.11,    7.39
-27.63599,-65.33749,2005,03,04,    0.00,   11.44,   51.48,   93.97,   16.64,   26.84,   15.05,   15.05,   34.47,   17.82,   25.85,    1.72,    1.16,    8.95,    7.38
-27.63599,-65.33749,2005,03,05,    0.00,   12.28,   50.39,   94.03,   14.07,   28.21,   16.17,   16.17,   35.15,   21.08,   27.43,    1.66,    0.81,    7.90,    6.04
-27.63599,-65.33749,2005,03,06,    0.00,   13.03,   48.74,   93.49,   14.82,   29.78,   17.02,   17.02,   36.89,   22.07,   28.91,    2.06,    1.36,   11.39,    8.97
-27.63599,-65.33749,2005,03,07,    0.01,   13.39,   48.59,   93.18,   14.40,   30.55,   17.31,   17.31,   36.69,   22.29,   29.38,    0.42,    0.30,    5.89,    5.18
-27.63599,-65.33749,2005,03,08,   14.88,   12.26,   68.85,   94.10,    9.05,   23.00,   16.02,   16.02,   26.18,   17.13,   22.17,    2.36,    1.55,    9.22,    7.43
-27.63599,-65.33749,2005,03,09,    0.22,   10.11,   62.13,   94.50,   12.14,   22.31,   13.19,   13.19,   27.70,   15.55,   20.79,    1.35,    0.95,    6.05,    5.30
-27.63599,-65.33749,2005,03,10,    0.00,   11.83,   59.23,   93.84,   16.10,   25.35,   15.52,   15.52,   32.36,   16.26,   24.03,    1.70,    0.83,    6.40,    5.40
-27.63599,-65.33749,2005,03,11,    8.01,   15.43,   71.86,   93.64,   10.26,   25.86,   19.65,   19.65,   30.97,   20.72,   25.17,    0.73,    0.38,    7.76,    6.26
-27.63599,-65.33749,2005,03,12,   14.02,   14.76,   71.45,   93.63,   12.39,   25.08,   18.87,   18.87,   30.70,   18.31,   24.53,    2.12,    0.89,    9.95,    8.02
-27.63599,-65.33749,2005,03,13,    0.00,    9.08,   53.42,   94.29,   14.87,   22.06,   11.48,   11.48,   29.57,   14.70,   21.47,    0.77,    0.55,    9.91,    7.94
-27.63599,-65.33749,2005,03,14,    0.00,    8.96,   50.66,   94.05,   14.67,   22.71,   11.27,   11.28,   30.43,   15.76,   22.09,    1.12,    0.77,    6.29,    5.04
-27.63599,-65.33749,2005,03,15,    0.00,    9.33,   51.97,   93.72,   18.05,   23.08,   11.90,   11.91,   31.97,   13.92,   22.28,    0.38,    0.21,    6.92,    5.58
-27.63599,-65.33749,2005,03,16,    0.00,   10.09,   49.56,   93.83,   16.51,   24.85,   13.08,   13.08,   33.34,   16.83,   24.38,    1.13,    0.46,    7.68,    6.24
-27.63599,-65.33749,2005,03,17,    0.16,   11.60,   54.06,   93.86,   15.87,   26.03,   15.25,   15.25,   33.70,   17.82,   25.25,    0.91,    0.34,    5.75,    5.07
-27.63599,-65.33749,2005,03,18,   18.76,   13.22,   77.37,   94.44,    7.95,   22.16,   17.39,   17.39,   26.08,   18.13,   21.54,    3.09,    1.79,    6.17,    5.25
-27.63599,-65.33749,2005,03,19,    0.09,   13.22,   74.37,   94.10,   11.51,   23.08,   17.34,   17.34,   28.52,   17.00,   22.14,    3.70,    2.35,    7.68,    6.38
-27.63599,-65.33749,2005,03,20,    0.05,   13.58,   61.17,   93.47,   15.30,   26.56,   17.66,   17.66,   33.87,   18.58,   25.73,    1.11,    0.62,    6.05,    4.97
-27.63599,-65.33749,2005,03,21,   13.99,   12.07,   76.47,   94.03,   14.00,   20.32,   15.69,   15.69,   27.38,   13.39,   20.20,    0.82,    0.40,   11.74,    9.28
-27.63599,-65.33749,2005,03,22,    6.92,    7.99,   72.30,   94.99,    7.90,   15.49,    9.75,    9.76,   19.56,   11.66,   14.75,    1.45,    0.92,    3.78,    3.35
-27.63599,-65.33749,2005,03,23,    0.00,    7.62,   59.11,   94.93,   14.84,   18.29,    9.07,    9.07,   25.50,   10.66,   17.16,    0.88,    0.64,    5.45,    3.57
-27.63599,-65.33749,2005,03,24,    0.00,    8.31,   59.50,   94.50,   16.24,   19.14,   10.22,   10.23,   26.99,   10.76,   18.34,    0.54,    0.38,    8.07,    6.47
-27.63599,-65.33749,2005,03,25,    0.00,   10.80,   65.80,   94.18,   14.03,   21.73,   14.16,   14.16,   28.11,   14.08,   20.88,    1.67,    0.84,    7.39,    5.97
-27.63599,-65.33749,2005,03,26,    0.00,   13.13,   68.13,   93.84,   12.80,   24.23,   17.20,   17.20,   30.16,   17.35,   23.43,    3.12,    1.68,    8.07,    6.61
-27.63599,-65.33749,2005,03,27,    0.83,   15.11,   68.31,   93.82,   12.47,   26.62,   19.40,   19.40,   32.36,   19.89,   25.71,    1.44,    0.86,    6.58,    5.25
-27.63599,-65.33749,2005,03,28,    0.49,   15.41,   65.04,   93.58,   12.37,   27.49,   19.67,   19.67,   33.69,   21.32,   26.83,    3.69,    1.80,    8.45,    6.95
-27.63599,-65.33749,2005,03,29,   15.59,   13.64,   74.83,   94.07,   10.23,   22.98,   17.67,   17.66,   27.03,   16.80,   22.54,    2.19,    1.08,   12.72,   10.32
-27.63599,-65.33749,2005,03,30,    9.71,   11.04,   77.86,   94.43,   10.56,   19.65,   14.48,   14.48,   23.87,   13.31,   18.55,    2.73,    1.41,    5.86,    4.96
-27.63599,-65.33749,2005,03,31,    3.92,   13.46,   77.47,   93.90,   11.80,   22.91,   17.53,   17.53,   28.59,   16.79,   21.72,    0.40,    0.47,    5.63,    3.94
-27.63599,-65.33749,2005,04,01,   19.94,   12.59,   83.66,   93.99,    9.78,   20.28,   16.54,   16.54,   25.08,   15.29,   19.42,    2.12,    1.31,    7.97,    5.74
-27.63599,-65.33749,2005,04,02,    4.97,    8.31,   76.46,   94.80,    6.49,   15.06,   10.34,   10.34,   18.10,   11.62,   14.46,    1.06,    0.67,    8.31,    5.94
-27.63599,-65.33749,2005,04,03,    0.00,    8.18,   72.69,   94.82,    8.53,   15.74,   10.11,   10.11,   19.76,   11.23,   15.01,    0.98,    0.62,    5.58,    4.68
-27.63599,-65.33749,2005,04,04,    0.00,    9.15,   72.90,   94.37,   13.00,   17.46,   11.67,   11.67,   23.34,   10.34,   16.63,    1.94,    1.15,    7.79,    6.39
-27.63599,-65.33749,2005,04,05,    0.00,   11.45,   76.53,   93.83,   13.70,   20.02,   14.96,   14.96,   26.57,   12.88,   19.31,    2.54,    1.15,    7.04,    5.86
-27.63599,-65.33749,2005,04,06,    0.00,   13.95,   77.52,   93.66,   12.17,   22.74,   18.04,   18.04,   28.80,   16.64,   22.26,    0.89,    0.37,    5.42,    4.46
-27.63599,-65.33749,2005,04,07,    0.00,   12.12,   58.19,   93.57,   16.37,   24.90,   15.56,   15.56,   34.00,   17.63,   24.69,    0.60,    0.34,    8.57,    5.60
-27.63599,-65.33749,2005,04,08,    0.00,    7.46,   53.60,   94.35,   11.30,   19.42,    8.32,    8.33,   24.29,   12.99,   18.28,    3.20,    1.73,    5.83,    4.22
-27.63599,-65.33749,2005,04,09,    0.02,   11.29,   73.22,   94.05,   12.83,   20.96,   14.75,   14.75,   26.69,   13.86,   19.83,    1.02,    0.56,    5.24,    4.23
-27.63599,-65.33749,2005,04,10,    0.04,   15.33,   78.84,   93.47,   11.82,   24.13,   19.54,   19.54,   29.98,   18.17,   23.49,    1.88,    1.01,    6.13,    5.02
-27.63599,-65.33749,2005,04,11,    3.38,   13.46,   70.82,   93.73,   11.33,   23.69,   17.45,   17.45,   29.48,   18.15,   23.17,    1.54,    0.92,    8.16,    6.69
-27.63599,-65.33749,2005,04,12,    6.65,    8.83,   68.37,   94.73,    8.78,   17.78,   10.87,   10.87,   21.84,   13.06,   17.14,    4.10,    2.53,    7.69,    6.10
-27.63599,-65.33749,2005,04,13,    0.36,    8.13,   71.00,   94.40,    9.65,   16.38,    9.92,    9.92,   20.41,   10.76,   15.21,    3.02,    1.97,    4.80,    4.10
-27.63599,-65.33749,2005,04,14,    0.00,    8.15,   64.62,   94.30,   13.21,   17.71,    9.91,    9.91,   24.59,   11.39,   16.70,    0.61,    0.31,    4.85,    3.89
-27.63599,-65.33749,2005,04,15,    0.00,    7.92,   62.21,   94.56,   13.77,   17.13,    9.56,    9.56,   24.86,   11.09,   16.89,    0.68,    0.42,    6.23,    4.21
-27.63599,-65.33749,2005,04,16,    0.00,    9.21,   69.99,   94.30,   14.26,   17.93,   11.78,   11.79,   25.11,   10.85,   17.37,    1.61,    0.81,    7.42,    6.13
-27.63599,-65.33749,2005,04,17,    0.00,   11.25,   68.51,   94.25,   14.94,   21.22,   14.70,   14.70,   29.23,   14.28,   20.89,    0.14,    0.14,    4.63,    3.39
-27.63599,-65.33749,2005,04,18,    0.00,   13.67,   73.76,   94.01,   12.09,   23.14,   17.83,   17.83,   29.49,   17.40,   22.81,    0.97,    0.48,    6.16,    4.96
-27.63599,-65.33749,2005,04,19,    2.35,   13.79,   71.84,   94.13,   10.83,   23.89,   17.99,   17.99,   29.66,   18.83,   23.41,    0.69,    0.44,    6.92,    4.33
-27.63599,-65.33749,2005,04,20,    6.38,   11.19,   73.60,   94.59,    9.19,   20.48,   14.69,   14.69,   24.88,   15.69,   19.71,    1.13,    0.82,    6.32,    5.23
-27.63599,-65.33749,2005,04,21,    0.00,    9.99,   71.30,   94.42,   11.27,   19.12,   13.00,   13.00,   24.50,   13.23,   18.38,    1.75,    0.82,    5.64,    4.58
-27.63599,-65.33749,2005,04,22,    0.00,   11.92,   76.53,   94.14,   10.50,   20.86,   15.69,   15.69,   25.92,   15.42,   20.00,    2.42,    1.52,    5.32,    3.52
-27.63599,-65.33749,2005,04,23,    0.47,   13.07,   75.17,   93.89,   11.93,   22.56,   17.05,   17.05,   28.55,   16.61,   21.75,    0.40,    0.31,    4.88,    3.13
-27.63599,-65.33749,2005,04,24,   14.34,    9.33,   84.58,   94.76,   10.01,   14.73,   11.42,   11.42,   18.60,    8.59,   14.67,    0.88,    0.40,   15.16,   11.97
-27.63599,-65.33749,2005,04,25,    4.61,    5.11,   72.96,   95.78,    6.70,    9.19,    3.38,    3.39,   11.62,    4.92,    8.01,    1.91,    1.52,    4.41,    3.63
-27.63599,-65.33749,2005,04,26,    0.00,    4.40,   64.00,   95.23,   12.01,    8.83,    1.22,    1.25,   14.33,    2.32,    7.67,    0.29,    0.24,    3.90,    3.20
-27.63599,-65.33749,2005,04,27,    0.00,    5.46,   61.56,   94.72,   14.33,   11.48,    4.10,    4.11,   19.33,    5.00,   11.37,    0.93,    0.65,    4.42,    3.51
-27.63599,-65.33749,2005,04,28,    0.00,    7.08,   68.84,   94.42,   13.86,   13.82,    7.90,    7.90,   20.83,    6.97,   13.56,    0.05,    0.22,    4.21,    3.22
-27.63599,-65.33749,2005,04,29,    0.00,    7.29,   62.32,   94.94,   12.79,   15.54,    8.42,    8.42,   23.30,   10.51,   15.64,    0.24,    0.28,    4.99,    2.80
-27.63599,-65.33749,2005,04,30,    0.00,    8.69,   72.01,   94.73,   15.34,   16.28,   10.97,   10.97,   24.68,    9.34,   16.07,    0.67,    0.44,    7.24,    6.03
-27.63599,-65.33749,2005,05,01,    0.00,    9.18,   69.44,   94.37,   15.00,   17.60,   11.78,   11.78,   26.06,   11.05,   17.44,    0.63,    0.38,    9.30,    7.36
-27.63599,-65.33749,2005,05,02,    0.00,    8.66,   66.08,   93.96,   14.66,   17.16,   10.83,   10.83,   25.67,   11.01,   17.24,    2.16,    1.12,    8.40,    6.87
-27.63599,-65.33749,2005,05,03,    0.00,    9.21,   66.37,   93.52,   15.20,   18.02,   11.64,   11.64,   26.54,   11.34,   18.07,    0.90,    0.47,    8.67,    6.88
-27.63599,-65.33749,2005,05,04,    0.00,    9.51,   64.54,   93.70,   11.15,   17.65,   11.97,   11.97,   26.10,   14.95,   19.05,    0.81,    0.27,    5.89,    2.99
-27.63599,-65.33749,2005,05,05,    0.10,    8.65,   73.35,   94.53,    8.07,   15.88,   10.77,   10.77,   18.74,   10.67,   15.69,    4.20,    2.93,    7.77,    6.57
-27.63599,-65.33749,2005,05,06,    0.16,    6.05,   66.59,   95.09,    9.52,   12.45,    5.77,    5.77,   17.73,    8.21,   11.79,    1.67,    0.98,    5.51,    4.85
-27.63599,-65.33749,2005,05,07,    0.00,    5.79,   65.65,   94.99,   11.16,   11.74,    5.07,    5.08,   17.59,    6.43,   11.33,    0.78,    0.52,    6.40,    5.46
-27.63599,-65.33749,2005,05,08,    0.00,    7.60,   76.53,   94.55,   13.17,   13.86,    8.91,    8.91,   20.42,    7.25,   13.04,    1.39,    0.74,    4.87,    3.84
-27.63599,-65.33749,2005,05,09,    0.12,    8.77,   76.66,   94.20,   12.29,   15.43,   11.04,   11.04,   22.52,   10.23,   15.15,    1.27,    0.86,    4.21,    3.49
-27.63599,-65.33749,2005,05,10,    0.00,    8.91,   62.13,   93.60,   16.64,   18.13,   10.83,   10.83,   28.30,   11.67,   18.62,    0.26,    0.25,    5.57,    2.87
-27.63599,-65.33749,2005,05,11,    0.00,   10.19,   78.16,   94.12,    7.22,   17.23,   13.31,   13.31,   21.46,   14.24,   17.17,    3.16,    1.67,    6.44,    5.35
-27.63599,-65.33749,2005,05,12,    0.06,   11.17,   73.87,   93.38,   14.73,   19.27,   14.45,   14.45,   27.56,   12.84,   19.40,    0.18,    0.11,    5.22,    4.29
-27.63599,-65.33749,2005,05,13,    0.00,   12.03,   69.46,   93.42,   13.16,   21.60,   15.46,   15.47,   29.13,   15.97,   21.61,    2.89,    1.65,    5.21,    3.75
-27.63599,-65.33749,2005,05,14,    3.93,   10.60,   83.61,   93.92,    8.56,   16.98,   13.66,   13.66,   20.16,   11.60,   16.69,    3.01,    1.92,    7.35,    6.26
-27.63599,-65.33749,2005,05,15,    2.45,    7.58,   81.52,   94.18,    7.48,   12.67,    8.89,    8.89,   16.08,    8.60,   11.97,    2.34,    1.17,    3.38,    2.92
-27.63599,-65.33749,2005,05,16,    0.00,    6.90,   72.68,   94.24,    9.27,   13.09,    7.52,    7.52,   17.56,    8.30,   12.31,    1.99,    1.31,    5.85,    4.18
-27.63599,-65.33749,2005,05,17,    0.00,    7.49,   69.05,   93.68,   16.35,   14.23,    8.47,    8.48,   23.53,    7.17,   14.26,    0.45,    0.36,    4.12,    3.55
-27.63599,-65.33749,2005,05,18,    0.00,    8.88,   63.51,   93.59,   14.69,   17.08,   10.68,   10.69,   26.75,   12.06,   18.21,    0.55,    0.29,    3.70,    2.97
-27.63599,-65.33749,2005,05,19,    0.00,    6.85,   59.18,   93.77,   12.27,   14.70,    6.87,    6.88,   21.62,    9.35,   15.28,    0.57,    0.31,    7.06,    5.86
-27.63599,-65.33749,2005,05,20,    0.00,    4.61,   49.64,   94.17,   12.90,   11.40,    1.72,    1.76,   20.17,    7.27,   12.00,    0.25,    0.13,    6.45,    5.52
-27.63599,-65.33749,2005,05,21,    0.26,    4.30,   52.86,   94.65,   13.19,    9.59,    0.85,    0.88,   17.84,    4.64,   10.07,    0.83,    0.58,    5.41,    4.30
-27.63599,-65.33749,2005,05,22,    0.00,    4.40,   52.10,   94.03,   14.70,   10.10,    1.04,    1.08,   19.30,    4.60,   10.53,    0.60,    0.33,    6.98,    5.83
-27.63599,-65.33749,2005,05,23,    0.00,    5.02,   45.30,   93.30,   18.67,   13.07,    2.41,    2.46,   25.46,    6.79,   14.54,    0.19,    0.09,    4.71,    2.58
-27.63599,-65.33749,2005,05,24,    0.00,    4.91,   39.91,   93.86,   14.32,   14.48,    2.19,    2.26,   25.35,   11.03,   16.26,    0.55,    0.33,    7.82,    6.30
-27.63599,-65.33749,2005,05,25,    0.00,    5.20,   53.42,   94.31,   12.32,   11.65,    3.44,    3.45,   19.97,    7.65,   12.71,    0.13,    0.07,    7.05,    5.78
-27.63599,-65.33749,2005,05,26,    0.00,    5.99,   53.20,   94.10,   15.37,   13.60,    5.27,    5.29,   23.68,    8.31,   14.91,    0.65,    0.33,    3.85,    3.44
-27.63599,-65.33749,2005,05,27,    0.00,    7.27,   57.00,   93.97,   16.80,   15.84,    8.04,    8.05,   26.78,    9.98,   16.83,    0.16,    0.04,    4.49,    3.67
-27.63599,-65.33749,2005,05,28,    0.00,    9.17,   64.94,   93.56,   13.84,   16.79,   11.17,   11.17,   26.18,   12.34,   18.35,    0.42,    0.12,    4.15,    3.50
-27.63599,-65.33749,2005,05,29,    0.00,    8.63,   57.83,   93.94,   13.75,   18.16,   10.27,   10.28,   28.04,   14.29,   19.31,    3.37,    2.07,    5.72,    4.49
-27.63599,-65.33749,2005,05,30,    0.13,    6.12,   57.67,   94.90,    9.98,   14.35,    5.27,    5.31,   20.15,   10.17,   14.13,    0.46,    0.29,    4.94,    3.72
-27.63599,-65.33749,2005,05,31,    0.02,    7.05,   65.78,   94.32,   14.57,   13.80,    7.56,    7.56,   22.08,    7.51,   14.17,    0.51,    0.34,    5.81,    4.80
-27.63599,-65.33749,2005,06,01,    0.00,   10.24,   75.18,   93.86,   14.27,   17.36,   12.99,   12.99,   25.81,   11.54,   17.82,    0.32,    0.17,    5.42,    4.40
